用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
我皮很厚,Not Recommended,94.2,"
					先说结论：大家还没入手的还是做等等党吧，不信不降价。203入手，没多久就变384直奔400…………别太变态了，我觉得300都不值，幸好果断入手了。刚玩的时候觉得画面又黑又暗，人物丑，打击感不太好，经常闪退，还有不少地方会卡bug，有时候视角会出现问题……",0,133,0.08331395113977735
祖传专业楠木家具,Not Recommended,3.5,"
					报玩，地图可以，动画可以，游戏性垃圾。",0,25,0.9442674702052317
the one,Recommended,63.2,"
					好玩",0,8,0.7894736842105263
开摆,Recommended,43.1,"
					还算不错的游戏，地图美术场景很符合霍格沃茨的主题，不过战斗和剧情略显平庸，属于不无聊但也不精彩，可以打折入",0,59,0.9991942378734197
Second22,Recommended,49.3,"
					场景/氛围/魔法 营造的还是很不错的，城堡里面有很多可以互动的细节剧情中规中矩把，路线上就很罐头，打怪升级打怪升级这样子但还是值得一玩，不是游戏做的有多好，确实是HP的世界观太好了",0,96,0.9999999999972009
kvinf,Not Recommended,46.0,"
					之前好好的，更新后总是在游戏中随机闪退，基本没法正常游玩",0,34,0.02149640891389859
ovoka,Recommended,24.8,"
					中规中矩的开放式RPG，系统比较完善，可以体验魔法世界的绝大多数内容但是，缺乏神秘感，怪物设计和剧情设计比较中庸，文本比较偏翻译腔。可以玩，但是不太适合对这类题材不感冒的人",0,92,0.9999999996808582
pluto477,Recommended,27.4,"
					 游戏本身有很大的局限性，比如寝室不能睡，跳跃不灵敏，椅子不能坐，还有一堆麻烦的梅林的试炼，而且塞巴斯蒂安的任务结局太限制了，也许编剧是想表示斯莱特林的黑巫师是这样的，但我不这么认为，感觉坑没填完，塞巴斯蒂安的叔叔能气死我。如果你是hp的粉丝，那么这是值得一试的罐头，但如果是冲着游戏性的，完全不建议两百三百块入手，一百五吧，剧情中规中矩",0,175,0.9992898957256356
凶猛菇皇,Recommended,49.1,"
					1.地图真的小。2.bug多。哥布林蜘蛛洞有一个斜坡会卡在上面滑不下来，也传送不了；偷毒触手任务地窖里得一个拐角处，npc会闪现回来抓人；抓猴子教学任务医务室哩有个床和帘子之间得空隙别躲里面，卡进去很难出来。3.还是好玩，就是魔法太少了。4.没有奎蒂奇，没有阿兹卡班。5.图书馆抓书妹子颜值第一，拯救动物帕卡妹子第二；服装店打工弟弟颜值也不错。6.统统飞走房间2也不是很难嘛，仅仅，仅仅待了一个小时就出来了。7.难度之间差异不大，基本都是秒杀。8.能不能给梅林试炼整一个跳过动画了。9.飞行时视角太难受了，不能自由视角真的很影响体验。",0,273,0.9999996319841236
fengkuangdewan,Recommended,34.4,"
					不能说这款游戏做得好 但是创新性可以说是不错的地图不能说大可以说对比巫师三和荒野大镖客2有点小了，探索性是非常足够的  只不过两百多的价格有点贵了 游戏性不够大 玩一段时间就玩不下去了 同名IP改编的游戏 没有哈利波特的热度这个游戏估计也火不起来 只能说有待进步。估计获得TGA的提名都难，哈利波特粉丝倒是强力推荐 自己感受一下魔法的魅力 但也仅此而已。",0,183,0.9999999999273359
T2_Genius,Recommended,41.4,"
					给的是好评，但我并不推荐打完这个游戏，体验一下魔法世界的校园生活就够了，剧情和收集纯纯折磨。整个游戏的收集极多且大多数毫无作用，前期校内收集体验确实不错，中后期去大地图上收集纯纯坐牢。学开锁的任务纯纯畜生，开锁任务需要的道具在锁后面，学了开锁就能收集，咋学开锁？先去收集！他妈的满地图上锁，好不容易学完3级开锁完了就一家一家撬锁，不会真有人觉得在魔法世界里面一家一家撬锁很有意思吧。然后就是支线剧情那是一个相当无脑，满地图通厕所，有些剧情纯纯逆天。最最抽象的就是你的好哥们儿失手杀了亲叔叔，跑出门外十分后悔，跟你讲啃大瓜多么多么危险，他多么多么后悔的时候，你还能“择日不如撞日，教我怎么用吧”。我真是……属于是一开始就在想到底什么时候才能啃大瓜，结果你现在告诉我是这里学的，我实在是忍不了了。总之就是，霍格沃兹确实是好学校好地图，但是除此之外80%的内容实在是太无聊以至于折磨人，不推荐。",0,400,0.9999999999978977
HBARISTA,Recommended,34.7,"
					粉丝向游戏，没什么好说的，阿瓦达啃大瓜！",0,26,0.7717402546669867
moyid,Recommended,17.8,"
					大发噶大发噶法山豆根地方噶梵蒂冈地方官",0,25,0.21965395782492025
巫师,Not Recommended,24.1,"
					非常一般的ip游戏  不是这个ip 都懒得玩下去 内容少而且无聊 距离顶级3a大作有很大差距",0,52,0.8900252387961981
Kao,Recommended,13.5,"
					合格",0,8,0.4545454545454545
满岸叶落,Recommended,29.8,"
					很棒 
",0,10,0.864864864864865
风花雪月刀,Recommended,55.8,"
					优化有点差，显卡驱动更新最新之后，就黑屏，剧情不能跳过，其他的都还挺好的。当然，怪物的特殊击杀条件描述的也不是很清楚。游戏不算太好，但是这些不影响他是个不错的霍格沃茨。还是推荐一下",0,96,0.9749407565566726
万人的死角,Recommended,43.6,"
					世界第一的霍格沃茨观景模拟器！这不比环球性价比高多了？罐头就罐头吧，他都把霍格沃茨给我做出来了哎！",0,55,0.9998063690148622
给我一罐草蛉虫,Recommended,181.0,"
					对原著粉超级友好！！！！我超爱！！！！！",0,26,0.2765037219842781
f0ssil,Recommended,13.2,"
					游戏是好游戏，符合哈迷预期。可惜不能玩魁地奇，然后优化跟屎一样，4090在城堡里照样掉帧。",0,51,0.9956427799196956
言我难梳之意,Recommended,197.5,"
					其实剧情之类的我都挺喜欢的，玩法虽然没有之前的预期好，但也算是应有尽有了（魁地奇除外），个人觉得不足的就是通关后过于寂寞，作为一个开放世界游戏来说不缺小细节就是地图互动性太少，如果有一些每天随机刷新的支线NPC就好了，对于哈利波特粉丝来说是个满分游戏，对于其他玩家来说真的一般。通关以后真的变成了观光模拟器。",0,160,0.9999999988205257
少女周汐嘉,Not Recommended,15.1,"
					2023年9月9日国区价格由298涨至384豪华版由338涨至446特此差评并做记录优化差，还涨价，梁静茹给你的勇气吗育碧罐头厂都做的比你好",0,76,0.6028198115908857
407167423,Recommended,3.9,"
					情怀无价",0,10,0.9192382229390582
intro,Recommended,13.8,"
					刚出入手玩家，整体画面很好，对世界还是相当还原的（尤其是城堡，有很多有趣的小玩意），但战斗方式比较基础，变化性较少——来自小黑盒用户cbeag的评价",0,80,0.9999672907567508
噬音回响,Not Recommended,30.7,"
					这就是一拖答辩，空有画面，游戏性以及内容简直是一键复制的垃圾。只有个美丽的魔法世界框架。对粉丝来说，可能，哇~霍格沃兹，图鉴和收集内容庞大无比。然后对普通玩家来说，满地图的探索点和探索点里千篇一律的垃圾，没错都是垃圾玩意，装备更替速度飞起，并且没有任何特别的装备存在，只有单纯的攻防属性，直接探图无趣。只想快点主线通关，奈何玩着玩着主线都懒得打了。女主还是个黑皮，有那么多可爱的NPC，非选一个黑皮！？游戏有潜水功能，只能在固定地点使用，游泳动作折磨到不行。战斗无聊，还不如给我一把枪来的爽快，等级系统的存在导致打高等级的小垃圾随时暴毙，倒逼你去逛图赚钱。还有什么神奇动物养成，在装备系统本身都是一堆垃圾的情况下，直接商店购买更快不是吗，稀有宝箱贴心的送上500G，无聊！收集逛图个P。直接修改金钱9999999，然后主线通关，这是我对正常玩家的建议。就这坨答辩还涨价？真的简直**才会入",0,400,0.9999552299127091
FOFOLLL,Recommended,38.5,"
					好玩 圆了我的巫师梦",0,16,0.757340738019548
Maxfantuan,Recommended,116.5,"
					很大程度的还原了喜爱的魔法世界~对得起这个价格~只是故事线感觉不够饱满~其它都很好我觉得~各种可以抓捕的魔法生物~有求必应屋做的非常非常的好~后续觉得可以再加一些新剧情进去",0,92,0.9999999371615622
村之花,Not Recommended,51.2,"
					剧情内容在一般水平上面一点点点，只好一点点点。战斗内容就比较可惜了，整个地图只有五种敌对怪物：哥布林，蜘蛛，巨人哥布林，小野狼，人（加个主线支线出现的龙）。重复战斗非常多多多多多，很乏味，boss战除了一个主线哥布林大魔头的好点，其他很辣鸡。有扫把可以飞很好，但是有很多禁飞区空气墙，这又比较可惜....地图探索也是，各种开锁（这个要吐槽下，学了开锁咒语结果要手动解锁！后想能升级咒语应该就能自动了，2级也手动，3级咒语了！还TM是手动，我是魔法师还是盗贼？？），进山洞，一样场景重复的进....然后碰到重复的怪物！总结：优点就是美术音乐很有神秘魔法的感觉，这个故事世界的魅力有直观的表现出来，在试听方面上。缺点就是重复流程太多了，剧情也很稀松平常，很多探索内容是硬凑的，玩法单一，不值得这个价格买入。",0,357,1.0
席小天,Recommended,62.6,"
					个人感觉很好玩，用steamdeck玩的，很流畅，我爱魔法世界🤩",0,38,0.9999922615084029
Linxuan,Recommended,40.8,"
					好玩圆了我一个做法师的梦想",0,19,0.7441061231551056
神奇的松老师,Recommended,57.0,"
					好好好",0,9,0.6931978425614437
小牧,Recommended,66.4,"
					没有足够的耐心会的脑血栓",0,18,0.9407718016239086
相生离恨歌,Recommended,59.4,"
					很容易爆显存，麻了呀",0,16,0.6155031928346765
月夜下飘散的思念,Recommended,48.7,"
					好",0,7,0.6558628208940429
ʕ •ᴥ•ʔ,Recommended,4.5,"
					我真的很需要点数去换些色色的头像摸一下猫猫会张嘴，一个赞摸一次！！！⣿⣿⣿⠟⠛⠛⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢋⣩⣉⢻⣿⣿⣿⠀⣿⣶⣕⣈⠹⠿⠿⠿⠿⠟⠛⣛⢋⣰⠣⣿⣿⠀⣿⣿⣿⣿⡀⣿⣿⣿⣧⢻⣿⣶⣷⣿⣿⣿⣿⣿⣿⠿⠶⡝⠀⣿⣿⣿⣿⣷⠘⣿⣿⣿⢏⣿⣿⣋⣀⣈⣻⣿⣿⣷⣤⣤⣿⡐⢿⣿⣿⣿⣿⣆⢩⣝⣫⣾⣿⣿⣿⣿⡟⠿⠿⠦⠀⠸⠿⣻⣿⡄⢻⣿⣿⣿⣿⣿⡄⢻⣿⣿⣿⣿⣿⣿⣿⣿⣶⣶⣾⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⡄⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣰⣿⣿⣿⣿⣿⣿⠇⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢀⣿⣿⣿⣿⣿⣿⠏⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⠟⣰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠀⣿⣿⣿⣿⠋⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡄⣿⣿⣿⠋⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⢸",0,317,0.9089827371419134
李煌,Recommended,20.6,"
					好玩，宏大的世界观",0,15,0.9891523306094042
paulpierce,Recommended,42.1,"
					还可以",0,9,0.5746682977321914
思秋雨落痕,Recommended,43.2,"
					终于实现了儿时的魔法师梦想，无法形容刚学会魔法扫帚飞行绕城堡一圈的感受，非要说的话：芜湖~起飞~优点：1.符合自己心中对霍格沃茨城堡的95%幻想，细节拉满；2.支线重复度很低，都是能够让人看下去的故事，不是刺客信条那种就连主线我都想疯狂跳过的节奏；3.技能，玩法，都是慢慢解锁，让人有玩下去的动力；4.有建造！有建造！有建造！在有求必应屋！室内搞装修，室外造房子！总的来说风景优美，画质在线，量大管饱！缺点：1.除了城堡，其他地方都是开放世界游戏的通病，大而空，没有任何随机事件，全靠妖精据点，梅林试炼，扎气球等各种聊胜于无的设定来填充；2.最蛋疼的，既然要搞建造，你就大方一点，直接物件全解锁，你又要搞建造，又把物件设定成世界收集，本来建造就很耗费精力，还得花时间先去肝世界收集，你知道我当时在有求必应屋室外建造看到墙，地板的时候有多惊喜吗，可以造房子！结果要世界收集解锁，罢了，B站看看大佬建造的村庄过过眼瘾得了。3.紫角兽解锁太晚了吧，本身是坐骑，然后角又是强化材料，玩好半天没碰到，以为要大后期解锁，结果呢，好家伙你直接最后一个关卡的钥匙就是紫角兽，龟龟，直接藏到游戏结尾才放出来，真有你的！最后，出个阿兹卡班DLC吧哈哈哈...",0,525,1.0
搬砖致富,Recommended,35.1,"
					质疑伏地魔，理解伏地魔，成为伏地魔，超越伏地魔。普通的游戏，但是非常可以的粉丝向作品。作为只有童年滤镜的轻度哈利波特粉丝也能感受到很多有趣的设计。但是游戏性上过于无聊，解密重复且无趣。为了童年幻想中的霍格沃茨学校，我给好评，当然这个游戏也确实还原的很不错。建议打折入。（说真的，后期只有使用阿瓦达索命的时候能感受到快感）",0,166,1.0
数字生命,Recommended,47.9,"
					我算是哈利波特骨灰级的粉丝了吧，从我小时候第一次看哈利波特起，我就深深的迷恋上了魔法世界，原著我已经快翻烂了，电影也看了不知道多少次，我至今都记得我小时候眼巴巴看着窗外，期待着猫头鹰来的场景，这个游戏算是满足了我童年的一个梦吧推荐指数：满天星",0,127,0.9999999999999967
